model_name,audio_path,reference,hypothesis,reference_norm,hypothesis_norm,latency_sec,audio_duration_sec,error
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/32/bb7f8abd1c23.wav,так дальше что,так дальше что,так дальше что,так дальше что,0.6928935829782858,0.87,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/2b/3f77d4e8caa7.wav,поглотишь,,поглотишь,,0.6897919169859961,0.65,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/97/820b49339a78.wav,а почему на ты я в с вами не знакома,а почему на три я с вами не знакома,а почему на ты я в с вами не знакома,а почему на три я с вами не знакома,0.7198750000097789,2.21,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/1d/58cb19e99926.wav,мужчинаа можно артёма,мужчина можно о чем он,мужчинаа можно артема,мужчина можно о чем он,0.7034541670000181,2.02,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/8a/52e49c51f954.wav,ты пидар бля,ты пидор бля,ты пидар бля,ты пидор бля,0.6851817909919191,1.18,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/5f/b006f34a98ed.wav,так просто никакой домен закрыть не могли и конкурентные войны таким образом не вели,так просто никакой домен закрыть не могли и конкурентные войны таким образом не вели,так просто никакой домен закрыть не могли и конкурентные войны таким образом не вели,так просто никакой домен закрыть не могли и конкурентные войны таким образом не вели,0.8073989159893245,4.37,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/5d/a593fa8ad0a9.wav,здравствуйте,здравствуйте,здравствуйте,здравствуйте,0.6920416670036502,0.66,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/35/67bb04241c24.wav,иди ты нахуй,иди ты нахуй,иди ты нахуй,иди ты нахуй,0.6835692919848952,0.96,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/11/2fe9410ff1ac.wav,на глаза украл,глаза украл,на глаза украл,глаза украл,0.7015347499982454,1.3499375,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/33/23f964310241.wav,я тя заставлю отсосать блять,звоните себе в пушкино,я тя заставлю отсосать блять,звоните себе в пушкино,0.7074810839840211,1.81,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/7f/1c124f5e6ab0.wav,а чего ты сторожишь,а чего ты сторожишь,а чего ты сторожишь,а чего ты сторожишь,0.6817572499858215,1.07,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/ae/bb30ae2ede3e.wav,ну попробуй хорошо я прогнусь давай,ну попробуй хорошо я прогнусь давай,ну попробуй хорошо я прогнусь давай,ну попробуй хорошо я прогнусь давай,0.7213412080018315,2.35,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/d6/9d5e1e3b89ce.wav,ааа ну то есть вы откуда вы знаете конституция и ук рэфэ,ну то есть вы оттуда знаете конституцию и укф,ааа ну то есть вы откуда вы знаете конституция и ук рэфэ,ну то есть вы оттуда знаете конституцию и укф,0.7944052499951795,4.48,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/98/c82fd2439d63.wav,ну дорогу дорогу найдёшь,дорогу дорогу найдешь,ну дорогу дорогу найдешь,дорогу дорогу найдешь,0.7028280829836149,1.31,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/bc/615e2901e843.wav,ты уже ты уже там ты уже здесь давай,ты уже ты уже там ты уже здесь давай,ты уже ты уже там ты уже здесь давай,ты уже ты уже там ты уже здесь давай,0.7236862500139978,2.41,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/82/c06fba689749.wav,согласен поо районным военкоматам да вот я тоже не понимаю почему в районный военкомат позво,согласен по районным военкоматам да вот я тоже не понимаю почему в районный военкомат позвони,согласен поо районным военкоматам да вот я тоже не понимаю почему в районный военкомат позво,согласен по районным военкоматам да вот я тоже не понимаю почему в районный военкомат позвони,0.7949672910035588,4.59,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/b7/9b5fa837b94b.wav,здравствуйте,здравствуйте,здравствуйте,здравствуйте,0.6818930410081521,0.63,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/e2/fc3865f7e124.wav,вы знаете куда вам надо прибыть,вы знаете куда вам надо прибыть,вы знаете куда вам надо прибыть,вы знаете куда вам надо прибыть,0.6838679159991443,1.66,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/53/db8ab44ff97f.wav,вы что объясняете вы затыкаете,объясняешь ты стыкаешься,вы что объясняете вы затыкаете,объясняешь ты стыкаешься,0.7221075420093257,1.9,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/32/d231fb337845.wav,вот и в село такое,вот и всего такое,вот и в село такое,вот и всего такое,0.694540541007882,1.62,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/ed/eaa4e74540e8.wav,потому что зачем мне домашний если и у меня есть сотовый,потому что зачем мне домашний если у меня есть сотовый,потому что зачем мне домашний если и у меня есть сотовый,потому что зачем мне домашний если у меня есть сотовый,0.7552041249873582,3.19,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/20/971eac0eb9ac.wav,адресто говорите аллё,адрес то говорите алло,адресто говорите алле,адрес то говорите алло,0.7144141659955494,1.95,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/44/bb23f71ac599.wav,откуда звонишь наркоман бля,откуда звонишь комат блять,откуда звонишь наркоман бля,откуда звонишь комат блять,0.7238048329891171,2.26,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/87/afa0d7b00c8e.wav,минуточку подождите пожалуйста,мелочку подождите пожалуйста,минуточку подождите пожалуйста,мелочку подождите пожалуйста,0.7111101250047795,1.48,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/cf/845235d0a6e6.wav,я помоему внятно выражаюсь русским языком,я по моему внятно выражаюсь русским языком,я помоему внятно выражаюсь русским языком,я по моему внятно выражаюсь русским языком,0.7241906659910455,2.27,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/c0/371aa04b3080.wav,то есть кто пётр ирина,то есть кто петр ирина,то есть кто петр ирина,то есть кто петр ирина,0.718474666995462,2.14,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/1a/0a7700a761c6.wav,бутылку шампанского ко мне,бутылка шампанского ко мне,бутылку шампанского ко мне,бутылка шампанского ко мне,0.7021414999908302,1.47,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/68/8b5b7bd77a7b.wav,да ваще бухой бляя,я вообще бухой бля,да ваще бухой бляя,я вообще бухой бля,0.6896194999862928,1.56,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/95/cccf3c2712fe.wav,все вопросы сказал поедет,все похуй снова поедет,все вопросы сказал поедет,все похуй снова поедет,0.6917291250138078,1.24,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/81/f6afc18ac133.wav,трёх летто и не дам,трех лет то и не дам,трех летто и не дам,трех лет то и не дам,0.6993593749939464,1.33,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/cb/b3ff89d4fd6b.wav,вот объясните этому дебилу самарской область,вот объясните этому дебилу самарской области,вот объясните этому дебилу самарской область,вот объясните этому дебилу самарской области,0.75340379201225,3.17,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/d5/40b3b32189ad.wav,не туда попали,не туда попали,не туда попали,не туда попали,0.6665848339907825,0.86,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/bf/decb3f6f53e1.wav,у вас всё спрашиваю до свидания,у вас все спрашиваю до свидания,у вас все спрашиваю до свидания,у вас все спрашиваю до свидания,0.7229971670021769,2.37,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/fc/437c2d381e37.wav,а чё это такое одиннадцать пейсят,а что это такое одиннадцать пятьдесят,а че это такое одиннадцать пейсят,а что это такое одиннадцать пятьдесят,0.7043344590056222,1.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/6f/e7a1100b51b7.wav,чём это я понимаю просто,я вам говорю,чем это я понимаю просто,я вам говорю,0.6997177909943275,1.28,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/8c/d1ef98d9e6a9.wav,так вот и как не беспокоиться боишься уже,так вот и как не беспокоиться боишься уже,так вот и как не беспокоиться боишься уже,так вот и как не беспокоиться боишься уже,0.7267906659981236,2.25,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/80/e323298d03a6.wav,опять же вопрос агрессии и источника агрессии имеет ключевое значение,опять же вопрос агрессии и источник агрессии имеет ключевое значение,опять же вопрос агрессии и источника агрессии имеет ключевое значение,опять же вопрос агрессии и источник агрессии имеет ключевое значение,0.7713593330117874,3.57,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/05/3f5d569235d8.wav,чё ты пиздиш тогда,что ты пиздишь тогда,че ты пиздиш тогда,что ты пиздишь тогда,0.6787026250094641,1.01,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/d4/5e3d91fbfc8c.wav,два набора,два набора,два набора,два набора,0.6869537500024308,0.76,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/87/21c452d6290c.wav,с твоей точки зрения здесь пиздёшь,с твоей точки зрения здесь пиздеж,с твоей точки зрения здесь пиздешь,с твоей точки зрения здесь пиздеж,0.714691707980819,2.07,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/d2/ac248de881b5.wav,доложите военкому,положите военкому,доложите военкому,положите военкому,0.6848544579988811,1.08,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/dc/5e3db0450c2f.wav,ну ничего страшного приезжай слышишь,ну ничего страшного приезжай слышишь,ну ничего страшного приезжай слышишь,ну ничего страшного приезжай слышишь,0.7102942499914207,1.98,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/10/9f79d6984a22.wav,мне с тобой приятно было по телефону разговаривать,мне с тобой приятно было по телефону разговаривать,мне с тобой приятно было по телефону разговаривать,мне с тобой приятно было по телефону разговаривать,0.7172842919826508,1.95,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/81/ef51bd754fca.wav,ты падла понимаешь ты падла,ты падла понимаешь ты падла,ты падла понимаешь ты падла,ты падла понимаешь ты падла,0.7043911250075325,1.65,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/02/a9b0ecba747b.wav,бородин имя отчество скажите пожалуйста,парадин имя отчество скажите пожалуйста,бородин имя отчество скажите пожалуйста,парадин имя отчество скажите пожалуйста,0.7270539590099361,2.49,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/c8/87641c260f86.wav,что вы не сказали,то вы не сказали,что вы не сказали,то вы не сказали,0.6777100840117782,1.01,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/f5/9d9373e31924.wav,аллё аллё,алло алло,алле алле,алло алло,0.6846289999957662,0.83,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/4b/b4b66b26a930.wav,надо ну короче это яяя с днюхой тебя поздравляю понимаешь,надо ну короче это я с днюхой тебя поздравляю понимаешь,надо ну короче это яяя с днюхой тебя поздравляю понимаешь,надо ну короче это я с днюхой тебя поздравляю понимаешь,0.794740165991243,4.82,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/e8/7f6ee043f967.wav,военкомат,военкомат,военкомат,военкомат,0.6842195420176722,0.7,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/61/fa72046db198.wav,кто говорит,кто говорит,кто говорит,кто говорит,0.6779042500129435,0.9,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/b3/5f18775fcf00.wav,там пишут за то что,за то,там пишут за то что,за то,0.686197083996376,1.06,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/3d/318421a6409b.wav,ты номер то номер то тот набираешь а,и номер то номер то тот набираешь а,ты номер то номер то тот набираешь а,и номер то номер то тот набираешь а,0.7155578749952838,2.11,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/1b/04b40f3ede4b.wav,ккуда вы вызываете,куда вы вызываете,ккуда вы вызываете,куда вы вызываете,0.6811827080091462,1.0,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/82/c355facce00f.wav,звоните суда время пол второго ночи,звоните сюда время пол второго ночи,звоните суда время пол второго ночи,звоните сюда время пол второго ночи,0.7149314590205904,2.09,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/45/8ee45e036f06.wav,вот она сука гадит и воняет на весь,вот она сука гает и воняет на весь,вот она сука гадит и воняет на весь,вот она сука гает и воняет на весь,0.7146835830062628,2.0,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/25/2c78037d62bd.wav,показалось,пожалуйста,показалось,пожалуйста,0.6869268330046907,0.53,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/34/624fd012a559.wav,кто это,кто это,кто это,кто это,0.6862723749945872,0.61,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/d3/7e196d99aaa0.wav,хуесос,где,хуесос,где,0.6822085840103682,0.49,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/9a/fc7b4f857cc8.wav,да я слушаю вас щас я вас сейчас переключу оставайтесь на линии пожалуйста,да я слушаю я вас сейчас переключу оставайтесь на линии пожалуйста,да я слушаю вас щас я вас сейчас переключу оставайтесь на линии пожалуйста,да я слушаю я вас сейчас переключу оставайтесь на линии пожалуйста,0.8081330000131857,3.96,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/cf/b36a33bab8a0.wav,вы щас там дежурите в данный момент на смене,вы сейчас там дежурите в данный момент на смене,вы щас там дежурите в данный момент на смене,вы сейчас там дежурите в данный момент на смене,0.721570416004397,2.2,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/92/01685fb5636c.wav,здравствуйте это вас,здравствуйте это вас,здравствуйте это вас,здравствуйте это вас,0.6854971249995288,1.24,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/27/75a93aeb3e2a.wav,думали что я их внучок,думали что я их внучок,думали что я их внучок,думали что я их внучок,0.6880364159878809,1.24,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/1b/0592f16451e5.wav,красногорск военкомат,красногорск военкомат,красногорск военкомат,красногорск военкомат,0.7053472079860512,1.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/a6/5184b7ea0f6a.wav,москвы далеко это,москвы далеко это,москвы далеко это,москвы далеко это,0.686747582978569,1.19,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/0c/db37a7eece22.wav,нуу я ёбарь твоей мамаши,ну я ебарь твоей мамаши,нуу я ебарь твоей мамаши,ну я ебарь твоей мамаши,0.7096955419983715,1.84,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/fb/7126e8c6c7a0.wav,ну это на часов пять свободных как бы есть а что,ну это часов пять свободных как бы есть а что,ну это на часов пять свободных как бы есть а что,ну это часов пять свободных как бы есть а что,0.7674677909817547,3.82,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/b7/c9565d58647d.wav,андрей позняков вот можете меня называть так я в принципе не против,андрей поздняков вот можете меня назвать так я в принципе не против,андрей позняков вот можете меня называть так я в принципе не против,андрей поздняков вот можете меня назвать так я в принципе не против,0.7558282499958295,2.91,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/fc/acc8e0fd4897.wav,покажи какая ты,какая,покажи какая ты,какая,0.6728267080034129,0.94,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/50/1de3b91d2a99.wav,больная или пьяная,больная или пьяная,больная или пьяная,больная или пьяная,0.6867747080104891,1.26,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/49/eef2c579a3fe.wav,у тебя какая пенсия,у тебя какая пенсия,у тебя какая пенсия,у тебя какая пенсия,0.7053555829916149,1.1,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/3c/2dff58b886bb.wav,воот а я щас с тобой переписываюсь или другим,вот а я сейчас с тобой переписываюсь или с другим,воот а я щас с тобой переписываюсь или другим,вот а я сейчас с тобой переписываюсь или с другим,0.7147627920203377,2.07,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/6d/5766af730a5c.wav,куда куда прибытьто,куда куда прибыть,куда куда прибытьто,куда куда прибыть,0.7092357919900678,1.42,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/a6/127c031fdf73.wav,вроде было четырнадцать,вроде было четырнадцать,вроде было четырнадцать,вроде было четырнадцать,0.6972017500083894,1.23,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/17/a4a08d50ca95.wav,я не скрываю алыпов,я не скрываю алыпов,я не скрываю алыпов,я не скрываю алыпов,0.6946929999976419,1.61,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/1f/5d6b68c94fdf.wav,мне ещё ааа надо рюмку водки выпить,мне еще надо рюмку водки выпить,мне еще ааа надо рюмку водки выпить,мне еще надо рюмку водки выпить,0.7196610420069192,2.22,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/9f/f1b553d0532e.wav,дело передаётся в суд подпись педики из роз долга,дело передается в суд подпись педики из росдолга,дело передается в суд подпись педики из роз долга,дело передается в суд подпись педики из росдолга,0.7671976250130683,3.72,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/90/5ba39ce3efaf.wav,было много годной музыки много,мы много годной музыки много,было много годной музыки много,мы много годной музыки много,0.7200887920043897,2.19,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/45/f2f1d444d093.wav,сорок один,сорок один,сорок один,сорок один,0.6796462500060443,0.53,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/49/d4657482a3c2.wav,я майор велитый,я майор милиции,я майор велитый,я майор милиции,0.6863470000098459,1.14,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/f8/5f32d281db53.wav,этоо путинскаяя,это путинская,этоо путинскаяя,это путинская,0.6905596250144299,1.67,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/4b/aa03f5be85a1.wav,нет это не у нас у нас нету такой дан нету такой у нас,нет это не у нас у нас нету такой данных нету такой у нас,нет это не у нас у нас нету такой дан нету такой у нас,нет это не у нас у нас нету такой данных нету такой у нас,0.7899070830026176,4.6,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/0a/54d56fd21086.wav,откуда вы получили информацию что нужно прибыть,откуда вы получили информацию что нужно прибыть,откуда вы получили информацию что нужно прибыть,откуда вы получили информацию что нужно прибыть,0.7508369169954676,2.72,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/da/f59efd44cdfb.wav,будем сексом заниматься жёстким сексом,будем сексом заниматься жестким сексом,будем сексом заниматься жестким сексом,будем сексом заниматься жестким сексом,0.7253630830091424,2.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/f9/73aac47d277b.wav,ой извини какая жаловаться а,ой извини как я живу с,ой извини какая жаловаться а,ой извини как я живу с,0.689175957988482,1.58,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/82/d32c305bb224.wav,я чё в топе,я что кто ты,я че в топе,я что кто ты,0.6844816250086296,1.08,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/57/4e3657eb1d06.wav,ну и ночью бывает звонки всякие люди,ну и ночью бывают звонки всякие люди,ну и ночью бывает звонки всякие люди,ну и ночью бывают звонки всякие люди,0.7433252919872757,2.68,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/96/1336e5d3cb58.wav,даев переулок тринадцать,даев переулок тринадцать,даев переулок тринадцать,даев переулок тринадцать,0.7187113340187352,1.69,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/f6/63976b9992f2.wav,город москва знаете а мы вообще в другой жопе находимся не в москве,город москва знаете а мы вообще в другой жопе находимся не в москве,город москва знаете а мы вообще в другой жопе находимся не в москве,город москва знаете а мы вообще в другой жопе находимся не в москве,0.7607484170002863,3.27,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/e0/ca5fecf5bc1b.wav,прямо срочно,прямо срочно,прямо срочно,прямо срочно,0.6812536670186091,1.0,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/6b/10528549c6e5.wav,слушай если ты умеешь чтото на мать забиваешь,слушай если ты умеешь что тогда намаз задеваешь,слушай если ты умеешь чтото на мать забиваешь,слушай если ты умеешь что тогда намаз задеваешь,0.7535828750114888,3.12,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/e5/39d33c120288.wav,какое у тя образование,какое у тебя образование,какое у тя образование,какое у тебя образование,0.6845568330027163,0.99,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/4f/5f9a2f53a2e7.wav,а куда вы попали вам кого,а куда вы заправили вам кого,а куда вы попали вам кого,а куда вы заправили вам кого,0.6940725829917938,1.61,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/6e/5923c257ba27.wav,а путин тогда кем будет,а путин тогда кем будет,а путин тогда кем будет,а путин тогда кем будет,0.7005843340011779,1.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/51/7e8e979632f1.wav,ну и что что индустриальный,ну и что что индустриальный,ну и что что индустриальный,ну и что что индустриальный,0.7125541660061572,1.78,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/86/094df2d1145a.wav,номере тоже,мама я тоже,номере тоже,мама я тоже,0.684484416997293,0.76,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/1b/b04c349d6ada.wav,ды я ничего не хочу вы звоните мне,да я ничего не хочу вы звоните мне,ды я ничего не хочу вы звоните мне,да я ничего не хочу вы звоните мне,0.7175756669894326,2.09,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/97/9e40c600fb00.wav,а те чё колят когда тебя лечат придурок,а тебе что колет когда тебя лечат придурок,а те че колят когда тебя лечат придурок,а тебе что колет когда тебя лечат придурок,0.7469524580228608,2.78,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/6d/7bd592f3d2db.wav,кому прибытьто кто ты тыто кто,кому прибыть то кто ты ты то кто,кому прибытьто кто ты тыто кто,кому прибыть то кто ты ты то кто,0.74688745799358,2.68,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/b2/64d4944d00f4.wav,начальнику второго отделения прибыть в понедельник,начальнику второго отделения прибыть в понедельник,начальнику второго отделения прибыть в понедельник,начальнику второго отделения прибыть в понедельник,0.7249420000007376,2.22,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d9/dccc01a541ee.wav,он нам передал приказания,он нам передаст приказание,он нам передал приказания,он нам передаст приказание,0.7106757499859668,1.79,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/db/80c25157392a.wav,слышь мне очень холодно сидеть,то что мне очень холодно сидеть,слышь мне очень холодно сидеть,то что мне очень холодно сидеть,0.7077147919917479,1.29,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/0f/40ccff2e1005.wav,ты понимаешь это,ты понимаешь это,ты понимаешь это,ты понимаешь это,0.6840965000155848,0.86,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/19/291a1ced34ea.wav,а залупа большая у тебя,а залупа большая у тебя,а залупа большая у тебя,а залупа большая у тебя,0.7152007080148906,1.92,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/50/47d767964456.wav,но честно говоря чёт ни черта там не видно,честно говоря еще ни черта там не видно,но честно говоря чет ни черта там не видно,честно говоря еще ни черта там не видно,0.7232477920188103,2.19,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/44/b390c4ffa8d9.wav,я говорюю,я говорю,я говорюю,я говорю,0.6906833749962971,1.23,
