path,text,char_len,n_tokens,n_fillers,filler_ratio,n_latin_tokens
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/6f/ba7779fcddaf.wav,александр иванович,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/7c/3f8d1a888caa.wav,у меня ни каких звонков не было я не знаю,41,10,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/17/0f97b7671fed.wav,пранк фм,8,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/4d/4d140759a964.wav,кабинет триста четырнадцать,27,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/9b/cf4a2e200d69.wav,я чёто не пойму тебя что мужики чтоли прикалывают да ну зайди сюда ко мне иди,77,16,1,0.0625,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/a7/b053544c6789.wav,ну ладно утром поговорим до утра,32,6,1,0.1667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/00/73a5482501bc.wav,вы откуда звоните,17,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/ae/069cec3e7819.wav,а я вашу дверь обоссу и опплюю,30,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/69/26554df85a06.wav,ты кого хочешь скажи мы поговорим я,35,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/c0/5ff8b3e25853.wav,скажите одно слово вы до этого только разговоры получали,56,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/ce/fa7a7063099f.wav,и дозвониться,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/ed/1ee7a752f8a8.wav,алло приёмная,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/12/737ec58ed797.wav,то еще откуда то,16,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/00/8f563817106a.wav,я буду искать вас,17,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/4a/51be25ab564e.wav,начальник второго отделения,27,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/14/822086c57198.wav,вот петушок ёбаный,18,3,1,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/15/1507ea19799c.wav,дежурный красногвардейского района,34,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/02/8ae460d646ef.wav,давай отдыхай,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/87/08167f98e74e.wav,а почему,8,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/e7/b840e30f5a0b.wav,не знаю куда вы перезвоните по новой,36,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/9d/8ce73f9a30b3.wav,петкун,6,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/d6/a51e5147c109.wav,эта ваша информация никуда не дойдёт,36,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/8b/61df4b6f8f32.wav,в предыдущий вас,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/55/56e55b820128.wav,и что вы пристали как,21,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/46/fefc4056cdeb.wav,очень странные понятия то есть английский шрифт,47,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/a5/d7380fc08e91.wav,да я не выражаюсь я просто выясняю,34,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/fb/81ecafd54b8c.wav,когда прибыть начальнику в триста четырнадцатый,47,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/d4/17be3c7720d4.wav,ну вот дай сюда и я скажу,25,7,2,0.2857,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/fa/684055149e3b.wav,а ну да конечно приезжайте со своей биологической жидкостью,59,9,1,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/0a/7deea5c73eda.wav,не хочешь,9,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/57/28cfc9fcdaf6.wav,потому что эээ за это нужно отрезать руки просто,48,9,2,0.2222,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/92/f8d5f32930d8.wav,хотя я знала чтоо как бы это ну было у них,42,11,2,0.1818,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/15/b6dd2eb5e555.wav,вы понимаете вот вы щас иронизируете да вот мы подключим свои связи к примеру да,80,15,2,0.1333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/72/de2d1c895b7e.wav,слышь подполковник,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/18/6ae7ca94854e.wav,с дежурства снимаетесь и больше ничего доложи что снято с дежурства,67,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/3b/c8b34d3d53e0.wav,мы с ней стали жить почему это а прекрасно,42,9,1,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/d5/2a48075fd623.wav,улица лермонтова тридцать восемь,32,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/e3/e546aa8392da.wav,ты щас зря это сказал я тебе клянусь ты зря это щас сказал,58,13,2,0.1538,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/85/847d430dd079.wav,что там пиздишь непонятно,25,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/d2/2d534b6dc6fc.wav,до увэка увэка,14,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/7c/ede9e168b29e.wav,вас беспокоит,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/2c/dfb8b2b6bcff.wav,начальнику второго отделения триста четырнадцатый кабинет,57,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/29/790c5febaaef.wav,у вас должен быть номер телефона,32,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/b2/37350fa604b9.wav,точно точно точно это будет,27,5,1,0.2,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/45/9e32c47a0f9b.wav,это дежурный сторож я не в курсе деловто,40,8,1,0.125,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/47/4452b76f3987.wav,ёпты то ты чё придурок или кто ты ну,36,9,1,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/44/a41562d50dfb.wav,об оповещении и последующем прибытии военнослужащего вооружён докладывать,73,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/bc/0049709f3b12.wav,а это на ютуб выкладывате или как,33,7,1,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/b6/4f12669b1c60.wav,парад в наших условиях просто опасно проводить,46,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/99/7604cc24a526.wav,мне кристина,12,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/df/62dfda7b9d74.wav,нет смотри вопрос не такой как я долбаёб,40,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/38/9e617a6f4b66.wav,на протяжении боли в горле,26,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/ac/c63c8742cff4.wav,педрило ты блядь,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/97/b2b93c08c76c.wav,куда в триста четырнадцатый адрес какой,39,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/ec/9db1e0e38337.wav,я такие алименты покажу ты заебёшься жопу свою прикрывать,57,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/a4/63663a55f35d.wav,то есть у вас серенады никто не поёт,36,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/12/34f413bc9b8d.wav,без разницы человек может купить,32,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/0d/6fb79ba1b7ea.wav,нашей победы да,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/04/1efad8a52c56.wav,извините меня аллё,18,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/50/3e9963085273.wav,а что ещё вы хотели как как нет а что,37,10,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/51/c65c307d82cd.wav,я педераст проклятый,20,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/1f/35ecd61829c0.wav,а себя можно вместе с квартиры,30,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/bd/40c052c66a72.wav,нет ну зачем она вам нужна мне ответьте на вопрос зачем и я,59,13,1,0.0769,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/5a/ad66a3f57ee8.wav,объясни,7,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/2d/171b900729f5.wav,ой блять я твоих людей я твоих людей,36,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/9a/328e477a2001.wav,а я откуда знаю,15,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/fd/96a2901dae4c.wav,да я в курсе где ты находишься ещё раз повторяю,47,10,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/9a/3376a7b7c27c.wav,безумный заболотный,19,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/66/a52cd9d38814.wav,честно говори,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e1/2b86b0aa90c8.wav,следователь пупкин,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/b0/08a90ddc1d52.wav,грусть и печаль потому что в принципе,37,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/76/bb67df9d8b11.wav,улица ааа у нас нету  в доставке такой улицы,44,9,1,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/94/74df5f20fbaf.wav,вашу фамилию скажите,20,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/87/8720e9b1e03d.wav,от куда звонили,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/42/820d76473d66.wav,своё имя он прекрасно произносит и знает как его зовут,54,10,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/66/4bb5a32ee168.wav,раньше я не могла поехать потому что у меня был ребёнок,55,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/80/221208e90524.wav,я не сосу,9,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/b8/71e0949658c6.wav,начальнику второго от отделения в триста четырнадцатый к кабинет прибыть в понедельник,86,12,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/01/f60c96a9efb8.wav,понятные вещи мы говорим,24,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/68/44f69a889290.wav,хтойто алло хтойто,18,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/4d/266d6fc7acb7.wav,нуу мы тебя щас понкуем ты не против,36,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/07/72800b0714e4.wav,и что я ему должна сказать,26,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/3f/dcc9a710ca13.wav,а ну как же,11,4,1,0.25,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/5d/37fe1f556832.wav,октябрьского района города новосибирска,39,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/b6/30f87073ab4c.wav,какого второго отделения,24,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d2/19a02388e983.wav,вы ответили да или нет,22,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/63/097a9f901913.wav,какого,6,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/09/07609a307995.wav,автомат называется,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/ca/1f6367b8799d.wav,если это взывают начальника второго отдел отделение,51,7,1,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/a6/91e9b7a4b97b.wav,в чём именно я вру,18,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/c3/43817f4ed043.wav,чтобы они ни о чём не заботились я ни в чём не нуждались,56,13,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/b9/32b00ecf8494.wav,я ничего не хочу вы мне звоните чегото хотите,45,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/62/5991386f0931.wav,нуу не глупым однозначно вот ааа глупый вы скорее всего тот кто звонит меняет голоса даже очень оригинально,107,18,2,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/0f/9fb21f8a455b.wav,отец который потерял что то а не ройзман который наркоманов щемит,65,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/a8/e2b451b9a044.wav,или надо в очередь встать,25,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/c7/10781cdf8b69.wav,я не занимаюсь дом пяесят восемь,32,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/d1/39f71ce740cc.wav,ну чё ты дальше ну что ты,25,7,2,0.2857,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/b6/94cd686aa8ae.wav,ну то есть а так ну конечно православные подобным не занимаются за это за это отвечают в причастии,98,18,4,0.2222,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/12/7056ce61c3c2.wav,это это возможно воспринимается как какаято фигня и чтото не важно какая разница что есть ноо лучше есть чтото хорошее,118,20,2,0.1,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/1a/95769b266db3.wav,трубочку не бросай сейчас я звоню,33,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/15/515b1824d3ce.wav,не понял,8,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/d0/9e1440480fbd.wav,я спрашиваю кто такой,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/21/0b64cc60cd9c.wav,сторож или начальник вы,23,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/d7/66fdf2a9d090.wav,николай дмитрич,15,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/4f/5d14807cd87b.wav,да я записал я записал да,25,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/4a/493a60b444cb.wav,слушаю,6,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/1a/bc1e615d253d.wav,да какого числа прибыть,23,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/2f/80e8cae741ef.wav,найти человека кто монтировать мне будет я монтировать сам не умею,66,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/56/2d8525b71385.wav,где они находятся то щас эээ хуй его знает ну они ведь всегда и везде,69,15,2,0.1333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/c0/735f075733e5.wav,ты мне будешь сосать я буду платить тебе деньги да всё,54,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/d3/f403b3360503.wav,вы больше меня узнаете,22,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/0e/840d041b0a82.wav,полковник горьянов,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/59/d5b359b99e27.wav,да слышишь чтоли,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/40/05a30ceaa894.wav,это просто токо начало,22,4,1,0.25,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/f7/14fb8e5f530b.wav,ты стебёшь,10,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/99/c4b4b573d530.wav,московская область,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/32/339932e932cb.wav,это кто,7,2,1,0.5,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/23/a5a3b2503f1c.wav,ещё раз пожалуйста повторите я слушаю вас внимательно егоров оперативный дежурный военного комиссариата ярославской области слушаю вас,134,17,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/6e/83f5a06dca9b.wav,а кому,6,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/88/f5f1c251a9a3.wav,солёненький есть,16,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/38/e9c045adba43.wav,генерал полковник лазуткин,26,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/f5/4f01d0453a49.wav,нуу иногда да конечно,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/3c/376f277003dc.wav,а уже наверное нет,18,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/03/55731aae8fd6.wav,он это отрицает ноо это уже нюансы,34,7,2,0.2857,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/7b/569442a67510.wav,ну вот мне тоже звонит какойто и ни ничего не говори вообще ничего не могу понять бормочет чтото непонятно,106,19,2,0.1053,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e3/48ac85cb6d9d.wav,как а причём здесь,18,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/b4/99254e336d2b.wav,ваша фамилия назовите ещё раз говорю,36,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/81/bd50f67fcefa.wav,ну вот тода вот александр новиков вот очень известный екатеринбургский бард певец,81,12,4,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/2c/a2189cc760c8.wav,да и все рады будут если в твою квартиру я вселюсь я буду спокойствие воцарит спокойствие бы в этом подъезде,108,20,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/75/d446352ff19a.wav,дайте мне разобрать,19,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/f4/bbbf4fb548ae.wav,слышь ты чмо ебаное вот я тебя резать буду блядь если поймаю дай бог чтоб я тебя поймал,87,18,1,0.0556,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/c9/439dafac65bb.wav,тоже в краевой военкомат мне звонили я перезвонила оперативному дежурному он сказал ему никто не звонил ничё не надо,116,19,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/c6/ea4ef12f5af7.wav,по телефону трубку снять не могу в выслушивать там бред какой то,64,12,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/f9/332456ded603.wav,вам звонит какойто мужчина и прибыть кудато просит вас я так вот понял,70,13,1,0.0769,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/e9/61d6f7fd75d4.wav,а по жизни кто,14,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/ba/444c2e193c0e.wav,чё ты несёшь,12,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/ad/cbb193242596.wav,если вы хуеете то я охуеваю,27,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/96/a8aae309c44f.wav,здравствуй дорогой,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/f3/d4fb92037d78.wav,после чего назовите причину звонка пожалуйста,45,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/e7/bf0bae1b639c.wav,вы откуда звоните,17,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/a4/f2af95c8f4c8.wav,где вы дежурите,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/aa/de8509ba04bb.wav,кто вы такой,12,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/8d/64049c5539b1.wav,район слушает,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/96/33ab316c29e3.wav,ааа у тя фамилия мегунько,25,5,1,0.2,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/82/583408368f0f.wav,я щас приеду с вертушки тебя замочу,35,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/09/554b3c556bee.wav,начальнику второго отделения прибыть в триста четырнадцатый кабинет,67,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e9/a2b8154fa975.wav,да ято мужик я с тобой блядь готов вот встретиться блядь на хуй один против всех тут кто у те там сидит блядь,109,23,1,0.0435,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e9/9178200a3dfa.wav,спойте спойте какуюнибудь песню филиппа киркорова,49,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/8d/fc0e7ba29156.wav,в моих действиях секунду у меня есть вполне мотан у меня есть вполне конкретная логическое объяснение от того почему,116,19,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/69/1b3519217c9d.wav,кузмича позови,14,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/31/a40f1fc3d777.wav,ваша фамилия как,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/b1/74e469834ea7.wav,ой ты ёбаный блять а,20,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/5c/3fd6b46ce4be.wav,стоп стоп стоп а вот это уже интересная оговорочка,50,9,2,0.2222,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/a3/93b505662589.wav,рот у тебя не порвётся щас от разговоров,40,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/e3/fcf78b31008a.wav,вы какая то неадекватная вы чё там это самое употребили сегодня,63,11,1,0.0909,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/47/ff013306826a.wav,кто украл вашу пенсию,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/33/6b9571244d9c.wav,приезжай куданибудь,19,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/33/95ca18e0a889.wav,я щас приеду к тебе,19,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/05/761571b5c8da.wav,мировые литературы известных философы,37,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/4c/29387bf99565.wav,фамилию фамилию скажи,21,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/c5/29bf56d91728.wav,чего заложить,13,2,0,0.0,0
